user_ID,stimuli_ID,stimuli_file,rating_type,rating,timestamp
1,-1,,user_registered,-1,2024-02-05 03:40:03 814713
1,0,['test1'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,15,2024-02-05 04:23:55 354555
1,0,['test1'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,10,2024-02-05 04:23:55 354555
1,0,['test1'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,70,2024-02-05 04:23:55 354555
1,0,['test1'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,25,2024-02-05 04:23:55 354555
1,0,['test1'],range_wie_unsicher__entmutigt__gestresst_und_genervt_haben_sie_sich_waehrend_der_aufgabe_gefuehlt,10,2024-02-05 04:23:55 354555
1,0,['test1'],range_wie_hoch_war_die_von_ihnen_empfundene_anstrengung_beim_zuhoeren,20,2024-02-05 04:23:55 354555
1,0,['test1'],ww,-1,2024-02-05 04:23:55 354555
1,0,['test1'],wh,-1,2024-02-05 04:23:55 354555
1,0,['test1'],wz,-1,2024-02-05 04:23:55 354555
1,0,['test1'],start_timestamp,"Mon, 05 Feb 2024 09:23:51 GMT",2024-02-05 04:23:55 354555
1,0,['test1'],pi,1,2024-02-05 04:23:55 354555
1,1,['test2'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,55,2024-02-05 04:26:52 155504
1,1,['test2'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,40,2024-02-05 04:26:52 155504
1,1,['test2'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,70,2024-02-05 04:26:52 155504
1,1,['test2'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,55,2024-02-05 04:26:52 155504
1,1,['test2'],range_wie_unsicher__entmutigt__gestresst_und_genervt_haben_sie_sich_waehrend_der_aufgabe_gefuehlt,25,2024-02-05 04:26:52 155504
1,1,['test2'],range_wie_hoch_war_die_von_ihnen_empfundene_anstrengung_beim_zuhoeren,60,2024-02-05 04:26:52 155504
1,1,['test2'],ww,-1,2024-02-05 04:26:52 155504
1,1,['test2'],wh,-1,2024-02-05 04:26:52 155504
1,1,['test2'],wz,-1,2024-02-05 04:26:52 155504
1,1,['test2'],start_timestamp,"Mon, 05 Feb 2024 09:27:19 GMT",2024-02-05 04:26:52 155504
1,1,['test2'],pi,1,2024-02-05 04:26:52 155504
1,2,['test3'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,30,2024-02-05 04:29:42 493510
1,2,['test3'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,30,2024-02-05 04:29:42 493510
1,2,['test3'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,60,2024-02-05 04:29:42 493510
1,2,['test3'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,40,2024-02-05 04:29:42 493510
1,2,['test3'],range_wie_unsicher__entmutigt__gestresst_und_genervt_haben_sie_sich_waehrend_der_aufgabe_gefuehlt,20,2024-02-05 04:29:42 493510
1,2,['test3'],range_wie_hoch_war_die_von_ihnen_empfundene_anstrengung_beim_zuhoeren,40,2024-02-05 04:29:42 493510
1,2,['test3'],ww,-1,2024-02-05 04:29:42 493510
1,2,['test3'],wh,-1,2024-02-05 04:29:42 493510
1,2,['test3'],wz,-1,2024-02-05 04:29:42 493510
1,2,['test3'],start_timestamp,"Mon, 05 Feb 2024 09:30:16 GMT",2024-02-05 04:29:42 493510
1,2,['test3'],pi,1,2024-02-05 04:29:42 493510
1,3,['test4'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,60,2024-02-05 04:32:45 414213
1,3,['test4'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,45,2024-02-05 04:32:45 414213
1,3,['test4'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,60,2024-02-05 04:32:45 414213
1,3,['test4'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,50,2024-02-05 04:32:45 414213
1,3,['test4'],range_wie_unsicher__entmutigt__gestresst_und_genervt_haben_sie_sich_waehrend_der_aufgabe_gefuehlt,35,2024-02-05 04:32:45 414213
1,3,['test4'],range_wie_hoch_war_die_von_ihnen_empfundene_anstrengung_beim_zuhoeren,55,2024-02-05 04:32:45 414213
1,3,['test4'],ww,-1,2024-02-05 04:32:45 414213
1,3,['test4'],wh,-1,2024-02-05 04:32:45 414213
1,3,['test4'],wz,-1,2024-02-05 04:32:45 414213
1,3,['test4'],start_timestamp,"Mon, 05 Feb 2024 09:33:06 GMT",2024-02-05 04:32:45 414213
1,3,['test4'],pi,1,2024-02-05 04:32:45 414213
1,4,['test5'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,30,2024-02-05 04:35:47 028667
1,4,['test5'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,25,2024-02-05 04:35:47 028667
1,4,['test5'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,60,2024-02-05 04:35:47 028667
1,4,['test5'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,30,2024-02-05 04:35:47 028667
1,4,['test5'],range_wie_unsicher__entmutigt__gestresst_und_genervt_haben_sie_sich_waehrend_der_aufgabe_gefuehlt,10,2024-02-05 04:35:47 028667
1,4,['test5'],range_wie_hoch_war_die_von_ihnen_empfundene_anstrengung_beim_zuhoeren,30,2024-02-05 04:35:47 028667
1,4,['test5'],ww,-1,2024-02-05 04:35:47 028667
1,4,['test5'],wh,-1,2024-02-05 04:35:47 028667
1,4,['test5'],wz,-1,2024-02-05 04:35:47 028667
1,4,['test5'],start_timestamp,"Mon, 05 Feb 2024 09:36:09 GMT",2024-02-05 04:35:47 028667
1,4,['test5'],pi,1,2024-02-05 04:35:47 028667
1,5,['test6'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,70,2024-02-05 04:38:50 743623
1,5,['test6'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,55,2024-02-05 04:38:50 743623
1,5,['test6'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,70,2024-02-05 04:38:50 743623
1,5,['test6'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,70,2024-02-05 04:38:50 743623
1,5,['test6'],range_wie_unsicher__entmutigt__gestresst_und_genervt_haben_sie_sich_waehrend_der_aufgabe_gefuehlt,40,2024-02-05 04:38:50 743623
1,5,['test6'],range_wie_hoch_war_die_von_ihnen_empfundene_anstrengung_beim_zuhoeren,55,2024-02-05 04:38:50 743623
1,5,['test6'],ww,-1,2024-02-05 04:38:50 743623
1,5,['test6'],wh,-1,2024-02-05 04:38:50 743623
1,5,['test6'],wz,-1,2024-02-05 04:38:50 743623
1,5,['test6'],start_timestamp,"Mon, 05 Feb 2024 09:39:10 GMT",2024-02-05 04:38:50 743623
1,5,['test6'],pi,1,2024-02-05 04:38:50 743623
1,6,['test7'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,75,2024-02-05 04:42:02 659568
1,6,['test7'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,55,2024-02-05 04:42:02 659568
1,6,['test7'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,70,2024-02-05 04:42:02 659568
1,6,['test7'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,70,2024-02-05 04:42:02 659568
