user_ID,stimuli_ID,stimuli_file,rating_type,rating,timestamp
1,-1,,user_registered,-1,2023-12-06 03:20:29 180793
1,0,['test1'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,30,2023-12-06 04:08:30 977511
1,0,['test1'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,30,2023-12-06 04:08:30 977511
1,0,['test1'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,20,2023-12-06 04:08:30 977511
1,0,['test1'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,20,2023-12-06 04:08:30 977511
1,0,['test1'],range_wie_unsicher__entmutigt__gestresst_und_genervt_haben_sie_sich_waehrend_der_aufgabe_gefuehlt,40,2023-12-06 04:08:30 977511
1,0,['test1'],range_wie_hoch_war_die_von_ihnen_empfundene_anstrengung_beim_zuhoeren,20,2023-12-06 04:08:30 977511
1,0,['test1'],ww,-1,2023-12-06 04:08:30 977511
1,0,['test1'],wh,-1,2023-12-06 04:08:30 977511
1,0,['test1'],wz,-1,2023-12-06 04:08:30 977511
1,0,['test1'],start_timestamp,"Wed, 06 Dec 2023 09:07:36 GMT",2023-12-06 04:08:30 977511
1,0,['test1'],pi,1,2023-12-06 04:08:30 977511
1,1,['test2'],range_wie_anspruchsvoll_war_die_durchfuehrung_der_aufgabe_fuer_sie,100,2023-12-06 04:12:37 897835
1,1,['test2'],range_wie_viel_zeitdruck_hatten_sie_bei_der_durchfuehrung_der_aufgabe,99,2023-12-06 04:12:37 897835
1,1,['test2'],range_wie_hoch_war_ihr_erfolgserlebnis_bei_der_durchfuehrung_der_aufgabe,0,2023-12-06 04:12:37 897835
1,1,['test2'],range_wie_hart_mussten_sie_arbeiten__um_ihr_leistungsniveau_zu_erreichen,99,2023-12-06 04:12:37 897835
1,1,['test2'],range_wie_unsicher__entmutigt__gestresst_und_genervt_haben_sie_sich_waehrend_der_aufgabe_gefuehlt,99,2023-12-06 04:12:37 897835
1,1,['test2'],range_wie_hoch_war_die_von_ihnen_empfundene_anstrengung_beim_zuhoeren,100,2023-12-06 04:12:37 897835
